TradeID,TradeDate,ValueDate,TradeTime,TraderID,Counterparty,CurrencyPair,BuySell,DealtCurrency,BaseCurrency,TermCurrency,NotionalAmount,FXRate,TradeStatus,SettlementStatus,SettlementMethod,Broker,ExecutionVenue,ProductType,MaturityDate,ConfirmationTimestamp,SettlementDate,BookingLocation,Portfolio,TradeVersion,CancellationFlag,AmendmentFlag,RiskSystemID,RegulatoryReportingStatus,TradeSourceSystem,ConfirmationMethod,ConfirmationStatus,SettlementInstructions,Custodian,NettingEligibility,TradeComplianceStatus,KYCCheck,SanctionsScreening,ExceptionFlag,ExceptionNotes,AuditTrailRef,CommissionAmount,CommissionCurrency,BrokerageFee,BrokerageCurrency,CustodyFee,CustodyCurrency,SettlementCost,SettlementCurrency,FXGainLoss,PnlCalculated,CostAllocationStatus,CostCenter,ExpenseApprovalStatus,CostBookedDate
FX0119,5/19/2025,5/22/2025,17:09:02,TDR966,Deutsche,EUR/USD,Buy,EUR,EUR,USD,500000,135.1751,Booked,Pending,Netting,Tullett Prebon,Bloomberg,Spot,,5/19/2025 14:53,5/22/2025,Mumbai,PORT4,2,Yes,Yes,RSK9773,Not required,Murex,Manual,Disputed,Standard,State Street,No,Passed,Incomplete,Clear,Yes,Rate mismatch,AUD90377,808.67,USD,452.63,USD,145.88,EUR,109.67,USD,692.48,3299.48,Failed,FX_FIN_03,Under Review,5/22/2025
FX0120,5/28/2025,6/1/2025,11:39:49,TDR869,HSBC,USD/INR,Buy,USD,USD,INR,1000000,89.0599,Settled,Pending,Wire,BGC Partners,EBS,Spot,,5/28/2025 12:53,6/1/2025,Singapore,PORT1,1,No,Yes,RSK6372,Not required,Summit,Email,Confirmed,Urgent,HSBC Custody,No,Pending,Complete,Pending Review,Yes,,AUD91903,239.82,INR,327.82,INR,189.99,USD,141.21,INR,3471.29,5018.74,Failed,FX_OPS_01,Under Review,5/29/2025
FX0121,5/12/2025,5/16/2025,16:55:23,TDR245,JPMorgan,GBP/USD,Buy,GBP,GBP,USD,2000000,114.5438,Booked,Pending,CLS,BGC Partners,Reuters,Swap,53:00.1,5/12/2025 14:53,5/16/2025,New York,PORT3,3,No,Yes,RSK8314,Filed,Summit,SWIFT,Pending,Standard,State Street,No,Pending,Complete,Clear,No,Rate mismatch,AUD30643,218.27,USD,482.44,USD,175.52,GBP,72.17,USD,4458.74,9068.05,Pending,FX_TRD_02,Under Review,5/13/2025
FX0122,6/2/2025,6/3/2025,18:26:10,TDR990,BNP Paribas,USD/CHF,Sell,CHF,USD,CHF,500000,84.2645,Cancelled,Failed,Netting,ICAP,360T,Swap,53:00.1,6/2/2025 13:53,6/3/2025,New York,PORT5,2,No,Yes,RSK7450,Required,Calypso,Email,Disputed,Special,HSBC Custody,No,Passed,Complete,Pending Review,Yes,Late booking,AUD42224,231.11,CHF,103.25,CHF,66.73,USD,60.73,CHF,3076.1,-6573.72,Allocated,FX_OPS_01,Approved,6/5/2025
FX0123,6/7/2025,6/8/2025,13:28:54,TDR578,JPMorgan,AUD/USD,Sell,USD,AUD,USD,2000000,48.02,Booked,Pending,Wire,ICAP,Bloomberg,Forward,53:00.1,6/7/2025 13:53,6/8/2025,London,PORT2,2,Yes,No,RSK1657,Filed,Custom,Email,Disputed,Special,JP Morgan,Yes,Pending,Complete,Flagged,No,Late booking,AUD18411,836.84,USD,387.09,USD,40.84,AUD,76.51,USD,1836,-9529.88,Failed,FX_FIN_03,Rejected,6/8/2025
FX0124,5/18/2025,5/21/2025,6:44:38,TDR327,HSBC,USD/INR,Sell,INR,USD,INR,1500000,78.166,Cancelled,Settled,Netting,ICAP,Reuters,Forward,53:00.1,5/18/2025 14:53,5/21/2025,Singapore,PORT5,2,No,No,RSK5552,Filed,Summit,SWIFT,Confirmed,Urgent,HSBC Custody,Yes,Failed,Pending,Flagged,No,Missing documentation,AUD92505,536.24,INR,91.69,INR,168.19,USD,102.33,INR,3442.61,-9736.8,Allocated,FX_FIN_03,Under Review,5/21/2025
FX0125,5/16/2025,5/21/2025,21:51:18,TDR155,Deutsche,USD/JPY,Buy,USD,USD,JPY,500000,41.0827,Confirmed,Settled,Wire,BGC Partners,Reuters,Forward,53:00.1,5/16/2025 11:53,5/21/2025,Mumbai,PORT5,2,Yes,No,RSK7431,Filed,Murex,SWIFT,Disputed,Urgent,State Street,No,Pending,Incomplete,Flagged,Yes,Missing documentation,AUD60912,542.96,JPY,486.92,JPY,194.3,USD,137.03,JPY,-3857.15,-7776.77,Allocated,FX_TRD_02,Rejected,5/18/2025
FX0126,5/27/2025,5/28/2025,11:32:53,TDR280,JPMorgan,USD/INR,Sell,INR,USD,INR,2000000,22.801,Confirmed,Settled,Netting,ICAP,Reuters,Spot,,5/27/2025 14:53,5/28/2025,New York,PORT2,2,No,Yes,RSK6170,Required,Custom,Email,Disputed,Urgent,HSBC Custody,Yes,Failed,Pending,Pending Review,No,Rate mismatch,AUD58077,679.83,INR,273.79,INR,61.55,USD,39.47,INR,4114.82,2681.3,Pending,FX_TRD_02,Rejected,5/29/2025
FX0127,5/30/2025,5/31/2025,17:32:55,TDR880,JPMorgan,AUD/USD,Sell,USD,AUD,USD,1000000,156.8115,Settled,Pending,CLS,ICAP,EBS,Spot,,5/30/2025 10:53,5/31/2025,London,PORT3,2,No,No,RSK2229,Not required,Custom,SWIFT,Disputed,Special,JP Morgan,No,Failed,Complete,Pending Review,Yes,Rate mismatch,AUD90549,600.83,USD,107.98,USD,68.11,AUD,58.99,USD,-2590.68,3035.15,Failed,FX_FIN_03,Approved,6/1/2025
FX0128,6/7/2025,6/9/2025,19:27:32,TDR472,JPMorgan,USD/JPY,Sell,JPY,USD,JPY,500000,154.1164,Cancelled,Failed,Wire,Tullett Prebon,Reuters,Swap,53:00.1,6/7/2025 10:53,6/9/2025,London,PORT3,2,No,No,RSK3497,Not required,Murex,Email,Pending,Special,BNY Mellon,Yes,Failed,Complete,Flagged,Yes,Missing documentation,AUD16143,726.98,JPY,92.81,JPY,47.12,USD,11.63,JPY,-2634.66,9623.08,Pending,FX_FIN_03,Under Review,6/8/2025
FX0129,5/25/2025,5/27/2025,23:37:33,TDR535,Deutsche,EUR/USD,Sell,USD,EUR,USD,2000000,26.6672,Booked,Settled,CLS,BGC Partners,360T,Swap,53:00.1,5/25/2025 14:53,5/27/2025,Singapore,PORT1,3,No,No,RSK3012,Required,Summit,SWIFT,Disputed,Urgent,JP Morgan,Yes,Passed,Pending,Clear,Yes,Counterparty mismatch,AUD30012,160.26,USD,499.41,USD,106.92,EUR,41,USD,-3534.57,-1323.24,Failed,FX_FIN_03,Under Review,5/28/2025
FX0130,5/29/2025,6/2/2025,0:43:48,TDR681,Deutsche,AUD/USD,Buy,AUD,AUD,USD,500000,104.5671,Cancelled,Failed,Wire,ICAP,Reuters,Forward,53:00.1,5/29/2025 11:53,6/2/2025,New York,PORT2,1,Yes,Yes,RSK8641,Required,Summit,Email,Pending,Special,BNY Mellon,No,Failed,Pending,Clear,No,Counterparty mismatch,AUD91779,346.62,USD,195.1,USD,37.67,AUD,74.82,USD,-1457.55,-122.21,Pending,FX_TRD_02,Rejected,5/31/2025
FX0131,5/13/2025,5/14/2025,11:37:31,TDR854,BNP Paribas,USD/INR,Buy,USD,USD,INR,500000,28.3512,Cancelled,Settled,CLS,ICAP,Reuters,Swap,53:00.1,5/13/2025 13:53,5/14/2025,London,PORT5,1,No,Yes,RSK8664,Filed,Summit,Electronic,Confirmed,Standard,HSBC Custody,No,Passed,Pending,Flagged,Yes,Late booking,AUD55649,863.09,INR,305.17,INR,78.79,USD,27.02,INR,-4446.37,1677.48,Failed,FX_TRD_02,Under Review,5/15/2025
FX0132,6/3/2025,6/4/2025,10:06:36,TDR885,HSBC,AUD/USD,Sell,USD,AUD,USD,500000,150.0007,Booked,Pending,Wire,BGC Partners,Bloomberg,Forward,53:00.1,6/3/2025 14:53,6/4/2025,Mumbai,PORT2,2,No,Yes,RSK3966,Filed,Custom,SWIFT,Pending,Urgent,JP Morgan,Yes,Pending,Complete,Clear,No,Missing documentation,AUD32013,946.39,USD,420.66,USD,151.95,AUD,64.98,USD,3064.3,2575.84,Failed,FX_TRD_02,Under Review,6/4/2025
FX0133,5/20/2025,5/25/2025,5:54:08,TDR283,JPMorgan,AUD/USD,Sell,USD,AUD,USD,1500000,13.4042,Confirmed,Failed,CLS,Tullett Prebon,360T,Spot,,5/20/2025 13:53,5/25/2025,Mumbai,PORT1,2,Yes,Yes,RSK2883,Filed,Summit,SWIFT,Pending,Urgent,JP Morgan,No,Pending,Complete,Clear,No,Counterparty mismatch,AUD49299,285.09,USD,376.68,USD,155.12,AUD,71.23,USD,3514.95,7665.38,Pending,FX_TRD_02,Approved,5/22/2025
FX0134,5/9/2025,5/12/2025,10:24:25,TDR265,Citi,EUR/USD,Buy,EUR,EUR,USD,2000000,56.792,Cancelled,Failed,Wire,ICAP,EBS,Spot,,5/9/2025 10:53,5/12/2025,Singapore,PORT1,2,Yes,No,RSK9715,Filed,Summit,SWIFT,Pending,Urgent,BNY Mellon,No,Passed,Pending,Flagged,Yes,,AUD95642,819.59,USD,473.17,USD,116.99,EUR,71.1,USD,-3251.62,-1627.84,Failed,FX_FIN_03,Under Review,5/11/2025
FX0135,5/22/2025,5/27/2025,6:17:42,TDR322,BNP Paribas,EUR/USD,Buy,EUR,EUR,USD,500000,2.7272,Settled,Failed,Wire,ICAP,Bloomberg,Spot,,5/22/2025 12:53,5/27/2025,New York,PORT1,3,No,No,RSK4430,Filed,Calypso,Manual,Disputed,Standard,JP Morgan,Yes,Pending,Complete,Flagged,Yes,Missing documentation,AUD67733,604.59,USD,447.29,USD,101.24,EUR,97.91,USD,-3717.11,-7778.9,Failed,FX_FIN_03,Approved,5/24/2025
FX0136,5/31/2025,6/5/2025,16:55:20,TDR874,HSBC,AUD/USD,Sell,USD,AUD,USD,1000000,152.5682,Cancelled,Failed,Netting,Tullett Prebon,EBS,Forward,53:00.1,5/31/2025 11:53,6/5/2025,London,PORT4,1,No,Yes,RSK6292,Required,Custom,Manual,Pending,Special,BNY Mellon,No,Passed,Complete,Clear,Yes,,AUD23769,763.41,USD,468.82,USD,125.23,AUD,127.43,USD,-2023.64,-6030.4,Failed,FX_TRD_02,Approved,6/3/2025
FX0137,5/15/2025,5/16/2025,13:01:52,TDR523,Deutsche,USD/INR,Buy,USD,USD,INR,2000000,141.8269,Cancelled,Failed,Wire,Tullett Prebon,360T,Forward,53:00.1,5/15/2025 11:53,5/16/2025,New York,PORT4,2,Yes,Yes,RSK6358,Filed,Calypso,Email,Pending,Urgent,State Street,Yes,Pending,Complete,Clear,Yes,,AUD23584,348.65,INR,319.9,INR,187.34,USD,22.79,INR,4648.07,-107.73,Failed,FX_OPS_01,Approved,5/17/2025
FX0138,5/23/2025,5/24/2025,5:53:38,TDR274,Citi,USD/CHF,Sell,CHF,USD,CHF,500000,6.1401,Cancelled,Pending,Netting,ICAP,Reuters,Spot,,5/23/2025 14:53,5/24/2025,Singapore,PORT3,1,No,Yes,RSK4278,Required,Custom,SWIFT,Disputed,Special,State Street,No,Failed,Complete,Clear,No,Missing documentation,AUD96637,707.25,CHF,251.8,CHF,107.59,USD,22,CHF,604.29,5567.42,Pending,FX_FIN_03,Approved,5/26/2025
FX0139,5/13/2025,5/15/2025,0:33:39,TDR782,BNP Paribas,USD/JPY,Buy,USD,USD,JPY,500000,115.9619,Settled,Pending,CLS,BGC Partners,Reuters,Swap,53:00.1,5/13/2025 10:53,5/15/2025,Singapore,PORT3,3,Yes,No,RSK1390,Required,Custom,Email,Confirmed,Urgent,BNY Mellon,No,Pending,Complete,Clear,Yes,Rate mismatch,AUD44106,671.47,JPY,141.51,JPY,58.59,USD,52.57,JPY,-3339.77,-7393.16,Pending,FX_TRD_02,Approved,5/16/2025
FX0140,5/22/2025,5/25/2025,0:26:12,TDR900,HSBC,GBP/USD,Buy,GBP,GBP,USD,1000000,23.0587,Settled,Pending,CLS,ICAP,360T,Swap,53:00.1,5/22/2025 10:53,5/25/2025,London,PORT2,3,No,Yes,RSK1434,Not required,Murex,Email,Disputed,Special,HSBC Custody,No,Failed,Incomplete,Pending Review,No,Late booking,AUD15300,411.06,USD,60.91,USD,135.64,GBP,110.96,USD,-4935.66,-2798.89,Pending,FX_FIN_03,Rejected,5/25/2025
FX0141,5/9/2025,5/12/2025,17:13:30,TDR441,JPMorgan,AUD/USD,Buy,AUD,AUD,USD,1500000,112.3898,Cancelled,Settled,Netting,BGC Partners,Bloomberg,Spot,,5/9/2025 13:53,5/12/2025,Mumbai,PORT4,1,Yes,Yes,RSK9912,Required,Custom,Email,Disputed,Special,BNY Mellon,No,Passed,Complete,Pending Review,Yes,Missing documentation,AUD13610,765.49,USD,272.8,USD,48.61,AUD,79.09,USD,-1501.39,-1399.27,Pending,FX_FIN_03,Under Review,5/12/2025
FX0142,5/19/2025,5/23/2025,5:11:17,TDR579,HSBC,USD/JPY,Buy,USD,USD,JPY,1000000,94.8046,Cancelled,Pending,Netting,BGC Partners,EBS,Swap,53:00.1,5/19/2025 12:53,5/23/2025,Mumbai,PORT5,3,Yes,No,RSK5247,Not required,Murex,Electronic,Disputed,Standard,BNY Mellon,Yes,Failed,Complete,Clear,No,Missing documentation,AUD41080,263,JPY,259.29,JPY,102.41,USD,45.79,JPY,3754.35,8801.13,Failed,FX_OPS_01,Approved,5/20/2025
FX0143,5/11/2025,5/15/2025,19:09:08,TDR604,Deutsche,GBP/USD,Buy,GBP,GBP,USD,1000000,146.2608,Booked,Settled,CLS,Tullett Prebon,360T,Forward,53:00.1,5/11/2025 12:53,5/15/2025,London,PORT2,2,No,Yes,RSK2729,Not required,Custom,Email,Confirmed,Urgent,State Street,No,Failed,Complete,Pending Review,Yes,Late booking,AUD16808,229.22,USD,473.03,USD,156.06,GBP,139.16,USD,-1679.84,-1896,Pending,FX_OPS_01,Rejected,5/14/2025
FX0144,6/7/2025,6/10/2025,6:42:22,TDR613,HSBC,AUD/USD,Buy,AUD,AUD,USD,500000,54.7119,Cancelled,Settled,Netting,ICAP,Bloomberg,Forward,53:00.1,6/7/2025 12:53,6/10/2025,Singapore,PORT2,1,No,No,RSK7182,Not required,Custom,Manual,Disputed,Special,BNY Mellon,No,Passed,Complete,Flagged,Yes,Counterparty mismatch,AUD13954,687.51,USD,256.58,USD,110.38,AUD,59.4,USD,2561.59,9116.99,Allocated,FX_OPS_01,Under Review,6/9/2025
FX0145,6/4/2025,6/8/2025,8:58:26,TDR859,Deutsche,USD/INR,Buy,USD,USD,INR,1500000,117.581,Confirmed,Settled,CLS,ICAP,Bloomberg,Forward,53:00.1,6/4/2025 14:53,6/8/2025,Mumbai,PORT5,1,Yes,No,RSK7455,Filed,Summit,SWIFT,Pending,Urgent,BNY Mellon,Yes,Failed,Incomplete,Flagged,No,Rate mismatch,AUD80810,325.07,INR,229.02,INR,184.94,USD,86.28,INR,-4626.9,-2400.29,Allocated,FX_FIN_03,Under Review,6/7/2025
FX0146,5/14/2025,5/19/2025,7:58:59,TDR720,Deutsche,EUR/USD,Sell,USD,EUR,USD,1500000,3.2646,Settled,Pending,Netting,Tullett Prebon,Reuters,Swap,53:00.1,5/14/2025 10:53,5/19/2025,Mumbai,PORT5,1,No,No,RSK6305,Required,Summit,Email,Pending,Standard,State Street,Yes,Failed,Pending,Flagged,No,,AUD26285,938.89,USD,229.58,USD,142.66,EUR,127.88,USD,-4922.66,-1737.48,Failed,FX_OPS_01,Approved,5/17/2025
FX0147,6/2/2025,6/7/2025,23:01:25,TDR544,JPMorgan,EUR/USD,Sell,USD,EUR,USD,500000,93.9376,Confirmed,Settled,CLS,ICAP,360T,Spot,,6/2/2025 13:53,6/7/2025,Mumbai,PORT2,3,Yes,Yes,RSK1567,Required,Summit,Electronic,Confirmed,Standard,BNY Mellon,Yes,Pending,Pending,Clear,Yes,Rate mismatch,AUD71015,370.83,USD,309.89,USD,73.93,EUR,47.71,USD,-390.97,-9035.86,Failed,FX_TRD_02,Approved,6/5/2025
FX0148,5/27/2025,5/29/2025,9:34:54,TDR154,JPMorgan,USD/JPY,Sell,JPY,USD,JPY,1000000,22.345,Settled,Pending,Wire,ICAP,360T,Forward,53:00.1,5/27/2025 14:53,5/29/2025,New York,PORT2,2,Yes,No,RSK9135,Not required,Summit,Email,Pending,Standard,BNY Mellon,No,Pending,Complete,Flagged,Yes,Rate mismatch,AUD15463,372.94,JPY,66.35,JPY,27.92,USD,67.61,JPY,4326.29,-1056.88,Allocated,FX_TRD_02,Rejected,5/28/2025
FX0149,5/23/2025,5/27/2025,8:08:41,TDR579,JPMorgan,EUR/USD,Buy,EUR,EUR,USD,1000000,90.1078,Cancelled,Pending,Wire,ICAP,EBS,Spot,,5/23/2025 12:53,5/27/2025,London,PORT2,1,No,No,RSK4058,Filed,Custom,Manual,Pending,Urgent,State Street,No,Pending,Complete,Clear,Yes,Rate mismatch,AUD60159,500.55,USD,166.36,USD,160.35,EUR,44.52,USD,4154.22,-7053.94,Allocated,FX_TRD_02,Under Review,5/26/2025
FX0150,5/17/2025,5/22/2025,6:12:02,TDR330,BNP Paribas,AUD/USD,Buy,AUD,AUD,USD,500000,91.6885,Cancelled,Failed,CLS,BGC Partners,Reuters,Spot,,5/17/2025 12:53,5/22/2025,London,PORT3,1,No,Yes,RSK6759,Filed,Murex,Email,Confirmed,Urgent,State Street,Yes,Failed,Complete,Clear,No,,AUD41537,273.61,USD,313.68,USD,57.74,AUD,93.05,USD,-4146,-2988.17,Pending,FX_TRD_02,Approved,5/18/2025
FX0151,5/30/2025,6/2/2025,2:43:11,TDR615,Deutsche,USD/JPY,Buy,USD,USD,JPY,1000000,59.9372,Booked,Settled,Wire,Tullett Prebon,Bloomberg,Forward,53:00.1,5/30/2025 13:53,6/2/2025,New York,PORT1,1,No,No,RSK6961,Not required,Calypso,Manual,Confirmed,Urgent,State Street,Yes,Pending,Complete,Pending Review,No,,AUD82978,509.25,JPY,472.03,JPY,167.55,USD,76.26,JPY,2555.06,6672.18,Pending,FX_TRD_02,Under Review,6/2/2025
FX0152,6/6/2025,6/10/2025,4:38:50,TDR459,Citi,EUR/USD,Buy,EUR,EUR,USD,500000,146.4545,Cancelled,Pending,Wire,ICAP,Bloomberg,Swap,53:00.1,6/6/2025 12:53,6/10/2025,New York,PORT3,1,No,No,RSK4290,Required,Custom,Email,Confirmed,Standard,State Street,No,Passed,Pending,Pending Review,Yes,Missing documentation,AUD45327,149.43,USD,477.75,USD,166.92,EUR,20.13,USD,-3838.36,-7717.96,Failed,FX_OPS_01,Rejected,6/7/2025
FX0153,5/29/2025,5/30/2025,20:31:55,TDR638,HSBC,EUR/USD,Sell,USD,EUR,USD,2000000,153.8451,Cancelled,Failed,Netting,BGC Partners,360T,Swap,53:00.1,5/29/2025 11:53,5/30/2025,Singapore,PORT2,3,No,Yes,RSK3312,Required,Summit,Manual,Pending,Urgent,State Street,Yes,Failed,Incomplete,Clear,No,Counterparty mismatch,AUD30599,222.76,USD,149.8,USD,76.23,EUR,84.13,USD,2691.77,-8493.23,Allocated,FX_FIN_03,Under Review,5/31/2025
FX0154,5/24/2025,5/25/2025,18:43:30,TDR602,HSBC,GBP/USD,Sell,USD,GBP,USD,2000000,34.3805,Cancelled,Failed,Wire,ICAP,360T,Spot,,5/24/2025 12:53,5/25/2025,Mumbai,PORT2,3,No,No,RSK7413,Not required,Custom,Electronic,Confirmed,Standard,JP Morgan,No,Pending,Complete,Flagged,No,Rate mismatch,AUD62633,869.62,USD,170.65,USD,185.05,GBP,62.79,USD,-3548.16,5888.87,Allocated,FX_FIN_03,Under Review,5/26/2025
FX0155,5/31/2025,6/5/2025,1:39:42,TDR413,Citi,AUD/USD,Buy,AUD,AUD,USD,500000,64.4062,Confirmed,Pending,Wire,BGC Partners,Bloomberg,Swap,53:00.1,5/31/2025 13:53,6/5/2025,Mumbai,PORT3,3,Yes,No,RSK1592,Filed,Custom,SWIFT,Disputed,Standard,JP Morgan,No,Pending,Complete,Pending Review,No,Counterparty mismatch,AUD35737,762.24,USD,365.13,USD,190,AUD,55.54,USD,-962.67,-6398.84,Failed,FX_FIN_03,Rejected,6/1/2025
FX0156,5/12/2025,5/15/2025,20:34:21,TDR748,Citi,EUR/USD,Sell,USD,EUR,USD,500000,31.4324,Booked,Pending,Netting,BGC Partners,360T,Forward,53:00.1,5/12/2025 13:53,5/15/2025,London,PORT4,1,Yes,No,RSK5265,Not required,Custom,Email,Disputed,Standard,JP Morgan,Yes,Failed,Pending,Clear,No,Late booking,AUD15412,609.17,USD,301.67,USD,135.78,EUR,142.13,USD,-4281.6,2797.42,Failed,FX_OPS_01,Approved,5/15/2025
FX0157,5/31/2025,6/2/2025,13:39:06,TDR258,JPMorgan,USD/JPY,Buy,USD,USD,JPY,2000000,22.4604,Confirmed,Pending,CLS,Tullett Prebon,360T,Spot,,5/31/2025 11:53,6/2/2025,Mumbai,PORT5,1,No,No,RSK7693,Required,Summit,Email,Confirmed,Standard,JP Morgan,No,Passed,Complete,Clear,Yes,Rate mismatch,AUD38717,194.22,JPY,219.5,JPY,115.52,USD,47.32,JPY,3454.39,-1775.65,Pending,FX_OPS_01,Rejected,6/1/2025
FX0158,6/4/2025,6/7/2025,17:18:09,TDR409,Deutsche,AUD/USD,Sell,USD,AUD,USD,1000000,109.0013,Settled,Pending,Netting,Tullett Prebon,Bloomberg,Forward,53:00.1,6/4/2025 14:53,6/7/2025,Mumbai,PORT5,3,Yes,No,RSK8359,Filed,Murex,Manual,Disputed,Standard,HSBC Custody,Yes,Pending,Pending,Clear,No,Missing documentation,AUD78871,866.34,USD,253.23,USD,166.26,AUD,15.06,USD,833.82,-7902.75,Failed,FX_FIN_03,Approved,6/7/2025
FX0159,5/24/2025,5/29/2025,12:35:24,TDR311,Citi,USD/CHF,Buy,USD,USD,CHF,1000000,0.7049,Confirmed,Failed,CLS,ICAP,Reuters,Spot,,5/24/2025 13:53,5/29/2025,Singapore,PORT3,3,No,No,RSK6774,Filed,Summit,Email,Disputed,Urgent,BNY Mellon,No,Pending,Pending,Flagged,No,Late booking,AUD86050,848.27,CHF,345.84,CHF,91.44,USD,107.89,CHF,451.32,2060.16,Allocated,FX_TRD_02,Under Review,5/25/2025
