TradeID,TradeDate,ValueDate,TradeTime,TraderID,Counterparty,CurrencyPair,BuySell,DealtCurrency,BaseCurrency,TermCurrency,NotionalAmount,FXRate,TradeStatus,SettlementStatus,SettlementMethod,Broker,ExecutionVenue,ProductType,MaturityDate,ConfirmationTimestamp,SettlementDate,BookingLocation,Portfolio,TradeVersion,CancellationFlag,AmendmentFlag,RiskSystemID,RegulatoryReportingStatus,TradeSourceSystem,ConfirmationMethod,ConfirmationStatus,SettlementInstructions,Custodian,NettingEligibility,TradeComplianceStatus,KYCCheck,SanctionsScreening,ExceptionFlag,ExceptionNotes,AuditTrailRef,CommissionAmount,CommissionCurrency,BrokerageFee,BrokerageCurrency,CustodyFee,CustodyCurrency,SettlementCost,SettlementCurrency,FXGainLoss,PnlCalculated,CostAllocationStatus,CostCenter,ExpenseApprovalStatus,CostBookedDate
FX0160,5/27/2025,5/31/2025,3:35:27,TDR255,BNP Paribas,USD/CHF,Buy,USD,USD,CHF,2000000,71.9369,Cancelled,Settled,CLS,Tullett Prebon,EBS,Spot,,5/27/2025 10:53,5/31/2025,New York,PORT3,2,No,No,RSK6019,Required,Calypso,SWIFT,Pending,Urgent,State Street,No,Pending,Incomplete,Flagged,No,Missing documentation,AUD87021,203.25,CHF,344.38,CHF,188.45,USD,20.94,CHF,-2355.98,1852.44,Allocated,FX_OPS_01,Under Review,5/28/2025
FX0161,5/9/2025,5/14/2025,3:38:12,TDR727,JPMorgan,USD/INR,Sell,INR,USD,INR,1500000,10.2433,Cancelled,Failed,Netting,BGC Partners,EBS,Forward,53:00.1,5/9/2025 12:53,5/14/2025,Singapore,PORT3,1,Yes,Yes,RSK3731,Required,Calypso,Electronic,Disputed,Standard,State Street,Yes,Failed,Pending,Clear,No,,AUD88048,558.11,INR,330.52,INR,72.85,USD,134.29,INR,454.97,-9811.48,Allocated,FX_TRD_02,Under Review,5/12/2025
FX0162,5/19/2025,5/23/2025,1:18:21,TDR871,Citi,USD/INR,Sell,INR,USD,INR,1500000,21.1986,Confirmed,Settled,Wire,BGC Partners,EBS,Spot,,5/19/2025 11:53,5/23/2025,London,PORT1,2,Yes,Yes,RSK5423,Not required,Calypso,SWIFT,Pending,Standard,State Street,Yes,Pending,Complete,Pending Review,Yes,Late booking,AUD16920,983.64,INR,127.36,INR,98.15,USD,58.63,INR,-4764.51,8427.17,Failed,FX_FIN_03,Rejected,5/22/2025
FX0163,5/17/2025,5/20/2025,13:21:20,TDR807,BNP Paribas,AUD/USD,Buy,AUD,AUD,USD,1500000,38.9907,Booked,Settled,CLS,ICAP,EBS,Spot,,5/17/2025 13:53,5/20/2025,London,PORT3,2,No,No,RSK2740,Filed,Custom,Email,Confirmed,Standard,State Street,No,Passed,Incomplete,Flagged,No,Counterparty mismatch,AUD86404,347.24,USD,101.05,USD,66.78,AUD,18.46,USD,-3387.69,9864.89,Allocated,FX_FIN_03,Under Review,5/18/2025
FX0164,6/5/2025,6/7/2025,20:28:09,TDR938,Deutsche,USD/JPY,Buy,USD,USD,JPY,2000000,44.7166,Settled,Failed,CLS,BGC Partners,360T,Forward,53:00.1,6/5/2025 10:53,6/7/2025,New York,PORT4,1,Yes,Yes,RSK4926,Not required,Calypso,SWIFT,Disputed,Urgent,HSBC Custody,No,Failed,Complete,Flagged,Yes,Rate mismatch,AUD51816,324.65,JPY,154.65,JPY,44.72,USD,128.2,JPY,1006.79,-1429.79,Failed,FX_TRD_02,Approved,6/6/2025
FX0165,5/31/2025,6/2/2025,9:31:17,TDR849,Citi,EUR/USD,Buy,EUR,EUR,USD,2000000,108.0384,Cancelled,Pending,CLS,BGC Partners,360T,Swap,53:00.1,5/31/2025 10:53,6/2/2025,London,PORT5,3,No,No,RSK4857,Filed,Custom,Manual,Disputed,Standard,BNY Mellon,Yes,Pending,Pending,Flagged,Yes,,AUD42443,215.39,USD,256.55,USD,174.22,EUR,23.98,USD,3493.36,-8046.83,Allocated,FX_OPS_01,Rejected,6/1/2025
FX0166,5/9/2025,5/13/2025,15:10:43,TDR914,JPMorgan,USD/INR,Sell,INR,USD,INR,500000,102.0327,Settled,Pending,Wire,Tullett Prebon,360T,Spot,,5/9/2025 11:53,5/13/2025,Mumbai,PORT3,2,Yes,No,RSK3638,Required,Calypso,SWIFT,Pending,Special,State Street,Yes,Pending,Incomplete,Flagged,No,Late booking,AUD42790,352.5,INR,209.34,INR,108.47,USD,41.67,INR,1076.16,1831.91,Failed,FX_TRD_02,Under Review,5/12/2025
FX0167,5/29/2025,5/30/2025,1:23:33,TDR652,Deutsche,EUR/USD,Sell,USD,EUR,USD,500000,71.9641,Settled,Settled,Netting,BGC Partners,EBS,Forward,53:00.1,5/29/2025 10:53,5/30/2025,New York,PORT3,1,Yes,No,RSK9627,Filed,Murex,Email,Disputed,Urgent,State Street,No,Passed,Incomplete,Clear,No,Late booking,AUD64332,727.9,USD,445.28,USD,31.38,EUR,19.44,USD,4729,4538.69,Allocated,FX_FIN_03,Approved,5/31/2025
FX0168,5/17/2025,5/20/2025,22:08:27,TDR999,Deutsche,EUR/USD,Sell,USD,EUR,USD,1500000,60.815,Booked,Failed,Wire,Tullett Prebon,Reuters,Forward,53:00.1,5/17/2025 11:53,5/20/2025,Singapore,PORT3,3,Yes,No,RSK5823,Not required,Custom,Electronic,Pending,Urgent,JP Morgan,No,Pending,Incomplete,Clear,Yes,Counterparty mismatch,AUD44916,532.99,USD,271.47,USD,50.34,EUR,45.76,USD,-1884.03,8509.78,Pending,FX_OPS_01,Approved,5/18/2025
FX0169,5/18/2025,5/23/2025,17:20:11,TDR988,Citi,USD/JPY,Buy,USD,USD,JPY,1000000,118.8315,Cancelled,Settled,CLS,BGC Partners,Reuters,Swap,53:00.1,5/18/2025 12:53,5/23/2025,New York,PORT1,2,Yes,No,RSK5725,Not required,Calypso,Electronic,Pending,Standard,HSBC Custody,Yes,Passed,Incomplete,Pending Review,Yes,Counterparty mismatch,AUD73777,561.17,JPY,385.13,JPY,153.55,USD,89.18,JPY,3204.37,-2992.67,Pending,FX_FIN_03,Rejected,5/20/2025
FX0170,5/30/2025,6/1/2025,10:18:41,TDR191,Deutsche,EUR/USD,Sell,USD,EUR,USD,2000000,114.1999,Cancelled,Settled,Netting,BGC Partners,EBS,Spot,,5/30/2025 12:53,6/1/2025,London,PORT2,3,No,Yes,RSK5648,Not required,Murex,SWIFT,Disputed,Urgent,JP Morgan,Yes,Passed,Complete,Pending Review,Yes,Rate mismatch,AUD71500,488.98,USD,120.45,USD,175.51,EUR,81.54,USD,-808.47,-1472.06,Failed,FX_OPS_01,Under Review,6/1/2025
FX0171,5/23/2025,5/26/2025,10:00:12,TDR941,Deutsche,USD/CHF,Buy,USD,USD,CHF,2000000,39.5601,Booked,Settled,Wire,ICAP,EBS,Swap,53:00.1,5/23/2025 13:53,5/26/2025,Singapore,PORT4,1,Yes,No,RSK6058,Required,Summit,SWIFT,Confirmed,Urgent,JP Morgan,Yes,Passed,Complete,Flagged,No,Late booking,AUD20704,828.6,CHF,328.52,CHF,108.29,USD,65.66,CHF,-1889.91,-6532.54,Failed,FX_FIN_03,Under Review,5/25/2025
FX0172,5/23/2025,5/25/2025,10:36:31,TDR749,BNP Paribas,EUR/USD,Sell,USD,EUR,USD,1000000,101.9242,Confirmed,Failed,Netting,ICAP,EBS,Swap,53:00.1,5/23/2025 13:53,5/25/2025,Singapore,PORT4,2,No,Yes,RSK9531,Not required,Murex,Email,Pending,Standard,State Street,No,Passed,Pending,Flagged,Yes,Rate mismatch,AUD65411,308.4,USD,488.7,USD,135.32,EUR,85.77,USD,-2235.24,-4594.67,Failed,FX_FIN_03,Rejected,5/26/2025
FX0173,6/1/2025,6/3/2025,16:47:06,TDR639,JPMorgan,GBP/USD,Sell,USD,GBP,USD,1000000,21.805,Booked,Pending,Netting,Tullett Prebon,Reuters,Spot,,6/1/2025 13:53,6/3/2025,Singapore,PORT4,3,Yes,Yes,RSK1169,Required,Custom,Email,Confirmed,Urgent,BNY Mellon,Yes,Failed,Pending,Flagged,Yes,Missing documentation,AUD38978,924.57,USD,124.87,USD,121.4,GBP,145.54,USD,-2962.32,7922.14,Allocated,FX_OPS_01,Under Review,6/3/2025
FX0174,5/27/2025,5/31/2025,19:30:09,TDR546,BNP Paribas,USD/CHF,Buy,USD,USD,CHF,500000,25.6302,Cancelled,Pending,CLS,Tullett Prebon,Reuters,Spot,,5/27/2025 14:53,5/31/2025,New York,PORT1,1,Yes,No,RSK4056,Filed,Summit,SWIFT,Pending,Urgent,JP Morgan,No,Failed,Complete,Pending Review,No,Counterparty mismatch,AUD13510,561.97,CHF,490.84,CHF,70.38,USD,111.67,CHF,-2231.18,-8856.51,Pending,FX_FIN_03,Approved,5/28/2025
FX0175,5/12/2025,5/13/2025,6:47:10,TDR509,Citi,AUD/USD,Buy,AUD,AUD,USD,1000000,138.2037,Settled,Settled,Wire,Tullett Prebon,Reuters,Swap,53:00.1,5/12/2025 13:53,5/13/2025,Mumbai,PORT5,2,Yes,No,RSK2551,Required,Murex,Email,Disputed,Urgent,State Street,Yes,Passed,Pending,Clear,Yes,Counterparty mismatch,AUD13115,840.96,USD,94.23,USD,172.52,AUD,56.53,USD,4840.43,-6630.25,Failed,FX_FIN_03,Approved,5/13/2025
FX0176,5/15/2025,5/16/2025,3:54:55,TDR247,Citi,GBP/USD,Buy,GBP,GBP,USD,2000000,130.9322,Booked,Failed,Netting,BGC Partners,EBS,Forward,53:00.1,5/15/2025 14:53,5/16/2025,New York,PORT5,2,Yes,Yes,RSK9421,Filed,Custom,Email,Confirmed,Standard,JP Morgan,No,Failed,Incomplete,Clear,Yes,Rate mismatch,AUD73464,531.73,USD,431.94,USD,117.09,GBP,99.07,USD,2832.62,7153.97,Failed,FX_FIN_03,Approved,5/18/2025
FX0177,5/14/2025,5/19/2025,8:32:12,TDR106,JPMorgan,AUD/USD,Buy,AUD,AUD,USD,2000000,106.0102,Confirmed,Pending,Netting,Tullett Prebon,Reuters,Spot,,5/14/2025 10:53,5/19/2025,New York,PORT2,3,Yes,No,RSK9340,Not required,Custom,Electronic,Disputed,Standard,HSBC Custody,No,Pending,Complete,Pending Review,No,Missing documentation,AUD38505,835.71,USD,402.43,USD,158.3,AUD,129.56,USD,-1901.92,-6771.37,Failed,FX_FIN_03,Under Review,5/16/2025
FX0178,5/26/2025,5/27/2025,12:56:39,TDR605,BNP Paribas,USD/INR,Buy,USD,USD,INR,500000,146.0811,Booked,Failed,Wire,BGC Partners,Bloomberg,Forward,53:00.1,5/26/2025 12:53,5/27/2025,Singapore,PORT1,1,Yes,Yes,RSK6105,Not required,Custom,Email,Disputed,Standard,State Street,Yes,Pending,Complete,Pending Review,No,Missing documentation,AUD29269,410.87,INR,353.04,INR,24.68,USD,124.57,INR,3616.67,-2161.72,Pending,FX_OPS_01,Under Review,5/27/2025
FX0179,5/31/2025,6/4/2025,21:14:40,TDR560,HSBC,USD/INR,Buy,USD,USD,INR,2000000,137.9904,Cancelled,Settled,Wire,ICAP,Reuters,Swap,53:00.1,5/31/2025 12:53,6/4/2025,Mumbai,PORT3,3,No,Yes,RSK4192,Filed,Custom,Manual,Disputed,Standard,JP Morgan,No,Passed,Pending,Flagged,No,,AUD93352,181.53,INR,464.57,INR,80.02,USD,141.13,INR,-4979.99,7384.97,Failed,FX_FIN_03,Under Review,6/3/2025
FX0180,5/29/2025,5/31/2025,10:51:26,TDR572,JPMorgan,AUD/USD,Buy,AUD,AUD,USD,2000000,53.0313,Cancelled,Settled,CLS,ICAP,360T,Swap,53:00.1,5/29/2025 13:53,5/31/2025,London,PORT4,1,No,Yes,RSK3214,Not required,Summit,Electronic,Confirmed,Urgent,JP Morgan,No,Passed,Incomplete,Flagged,No,Rate mismatch,AUD86401,281.21,USD,388.09,USD,184.08,AUD,21.78,USD,-798.43,-6856.26,Pending,FX_FIN_03,Rejected,5/30/2025
FX0181,5/12/2025,5/17/2025,7:56:54,TDR564,JPMorgan,USD/INR,Sell,INR,USD,INR,1000000,85.3911,Booked,Settled,Wire,Tullett Prebon,Reuters,Spot,,5/12/2025 13:53,5/17/2025,London,PORT5,3,Yes,No,RSK6654,Required,Murex,Electronic,Disputed,Urgent,JP Morgan,No,Passed,Pending,Pending Review,No,Counterparty mismatch,AUD19612,875.96,INR,344.9,INR,168.65,USD,20.4,INR,-390.86,-2001.13,Allocated,FX_OPS_01,Under Review,5/15/2025
FX0182,6/7/2025,6/11/2025,0:58:12,TDR489,Deutsche,AUD/USD,Sell,USD,AUD,USD,500000,104.7714,Booked,Failed,CLS,BGC Partners,Bloomberg,Swap,53:00.1,6/7/2025 12:53,6/11/2025,London,PORT5,3,No,Yes,RSK2350,Filed,Murex,Email,Confirmed,Special,BNY Mellon,Yes,Failed,Complete,Flagged,No,Counterparty mismatch,AUD38301,441.85,USD,200.87,USD,67.69,AUD,130.49,USD,4564.02,-1081.66,Allocated,FX_OPS_01,Approved,6/10/2025
FX0183,6/7/2025,6/12/2025,4:29:22,TDR183,HSBC,USD/CHF,Buy,USD,USD,CHF,500000,105.1049,Settled,Settled,CLS,BGC Partners,Bloomberg,Swap,53:00.1,6/7/2025 13:53,6/12/2025,Singapore,PORT5,1,No,Yes,RSK2391,Filed,Calypso,Manual,Disputed,Special,BNY Mellon,No,Failed,Pending,Pending Review,Yes,Counterparty mismatch,AUD51860,563.26,CHF,132.23,CHF,40.35,USD,35,CHF,-2488.24,-9355.43,Pending,FX_FIN_03,Rejected,6/8/2025
FX0184,5/30/2025,5/31/2025,8:18:22,TDR193,BNP Paribas,USD/JPY,Sell,JPY,USD,JPY,1000000,15.7761,Booked,Settled,Netting,Tullett Prebon,Bloomberg,Spot,,5/30/2025 13:53,5/31/2025,New York,PORT4,1,No,Yes,RSK8571,Filed,Calypso,Manual,Confirmed,Urgent,BNY Mellon,Yes,Passed,Incomplete,Flagged,No,Counterparty mismatch,AUD70011,913.61,JPY,296.39,JPY,80.28,USD,106.49,JPY,-4573.18,-611.5,Pending,FX_OPS_01,Approved,6/1/2025
FX0185,5/31/2025,6/5/2025,4:14:56,TDR893,Citi,USD/CHF,Buy,USD,USD,CHF,500000,61.4744,Cancelled,Pending,Netting,Tullett Prebon,Bloomberg,Spot,,5/31/2025 11:53,6/5/2025,New York,PORT4,1,Yes,Yes,RSK6825,Required,Calypso,Electronic,Disputed,Standard,BNY Mellon,No,Pending,Complete,Pending Review,Yes,Counterparty mismatch,AUD91035,296.34,CHF,143.25,CHF,150.93,USD,87.07,CHF,127.7,-4121.1,Pending,FX_TRD_02,Rejected,6/3/2025
FX0186,5/12/2025,5/17/2025,21:33:59,TDR364,Citi,USD/JPY,Buy,USD,USD,JPY,2000000,50.3665,Settled,Failed,CLS,ICAP,Bloomberg,Forward,53:00.1,5/12/2025 10:53,5/17/2025,Singapore,PORT1,1,No,No,RSK2694,Filed,Custom,Email,Pending,Standard,State Street,Yes,Passed,Complete,Clear,No,Rate mismatch,AUD20499,930.75,JPY,329.84,JPY,143.09,USD,149.05,JPY,3345.15,-8536.68,Pending,FX_TRD_02,Rejected,5/14/2025
FX0187,5/18/2025,5/23/2025,18:24:48,TDR184,JPMorgan,AUD/USD,Sell,USD,AUD,USD,1500000,75.8893,Cancelled,Pending,CLS,BGC Partners,Bloomberg,Spot,,5/18/2025 14:53,5/23/2025,London,PORT2,2,Yes,Yes,RSK7752,Filed,Summit,Manual,Disputed,Standard,HSBC Custody,Yes,Passed,Incomplete,Pending Review,Yes,Rate mismatch,AUD41304,572.74,USD,202.57,USD,195.24,AUD,87.53,USD,223.31,-8693.08,Pending,FX_OPS_01,Approved,5/19/2025
FX0188,5/18/2025,5/22/2025,8:39:41,TDR410,BNP Paribas,GBP/USD,Sell,USD,GBP,USD,1000000,118.5396,Cancelled,Settled,CLS,BGC Partners,EBS,Swap,53:00.1,5/18/2025 10:53,5/22/2025,London,PORT4,1,No,No,RSK6498,Required,Custom,Electronic,Disputed,Standard,JP Morgan,Yes,Failed,Pending,Pending Review,No,Late booking,AUD86737,648.9,USD,251.4,USD,183.92,GBP,32.26,USD,202.81,-4981.12,Allocated,FX_OPS_01,Approved,5/20/2025
FX0189,5/12/2025,5/17/2025,8:47:21,TDR108,BNP Paribas,EUR/USD,Sell,USD,EUR,USD,2000000,157.2672,Cancelled,Failed,CLS,ICAP,EBS,Swap,53:00.1,5/12/2025 14:53,5/17/2025,London,PORT1,1,Yes,No,RSK6569,Required,Custom,Electronic,Pending,Urgent,HSBC Custody,Yes,Passed,Complete,Clear,Yes,Late booking,AUD26792,799.36,USD,488.54,USD,186.54,EUR,72.25,USD,-3638.58,1656.6,Pending,FX_OPS_01,Approved,5/13/2025
FX0190,5/12/2025,5/17/2025,23:58:58,TDR562,Citi,USD/INR,Sell,INR,USD,INR,1000000,53.3532,Booked,Settled,Wire,Tullett Prebon,360T,Forward,53:00.1,5/12/2025 13:53,5/17/2025,Mumbai,PORT3,2,Yes,No,RSK3101,Required,Custom,SWIFT,Disputed,Special,BNY Mellon,No,Failed,Pending,Pending Review,No,Late booking,AUD71424,557.15,INR,202.81,INR,116.28,USD,128.7,INR,-1153.87,9205.42,Pending,FX_TRD_02,Rejected,5/13/2025
FX0191,5/18/2025,5/21/2025,3:42:13,TDR199,JPMorgan,GBP/USD,Buy,GBP,GBP,USD,2000000,139.3245,Cancelled,Failed,Netting,ICAP,360T,Spot,,5/18/2025 12:53,5/21/2025,New York,PORT3,1,No,No,RSK4766,Filed,Calypso,Electronic,Confirmed,Urgent,JP Morgan,No,Failed,Incomplete,Clear,Yes,Counterparty mismatch,AUD67668,248.31,USD,208.23,USD,141.59,GBP,13.73,USD,3360.72,-2539.75,Pending,FX_OPS_01,Under Review,5/19/2025
FX0192,5/22/2025,5/25/2025,7:45:30,TDR630,HSBC,GBP/USD,Buy,GBP,GBP,USD,500000,78.2541,Settled,Settled,CLS,ICAP,Bloomberg,Spot,,5/22/2025 13:53,5/25/2025,London,PORT2,3,No,Yes,RSK8379,Not required,Calypso,SWIFT,Confirmed,Urgent,JP Morgan,Yes,Failed,Incomplete,Clear,Yes,,AUD70903,854.82,USD,154.43,USD,162.83,GBP,143.25,USD,-2196.09,858.61,Pending,FX_OPS_01,Under Review,5/25/2025
FX0193,5/27/2025,6/1/2025,0:10:19,TDR292,Deutsche,USD/INR,Sell,INR,USD,INR,1000000,58.7342,Booked,Failed,Netting,ICAP,EBS,Spot,,5/27/2025 13:53,6/1/2025,London,PORT5,2,No,No,RSK9155,Required,Murex,Email,Pending,Standard,HSBC Custody,Yes,Pending,Incomplete,Flagged,Yes,Counterparty mismatch,AUD75089,234.75,INR,203.2,INR,141.67,USD,124.21,INR,1609.04,8549.75,Pending,FX_FIN_03,Approved,5/30/2025
FX0194,5/20/2025,5/25/2025,7:48:18,TDR927,JPMorgan,GBP/USD,Sell,USD,GBP,USD,2000000,48.5263,Settled,Failed,CLS,BGC Partners,EBS,Swap,53:00.1,5/20/2025 13:53,5/25/2025,London,PORT2,1,No,No,RSK8531,Not required,Summit,SWIFT,Disputed,Urgent,HSBC Custody,Yes,Passed,Complete,Pending Review,Yes,Rate mismatch,AUD41441,921.02,USD,61.87,USD,183.42,GBP,67.89,USD,3335.58,-9125.16,Allocated,FX_OPS_01,Rejected,5/22/2025
FX0195,5/18/2025,5/22/2025,0:34:45,TDR312,JPMorgan,USD/CHF,Sell,CHF,USD,CHF,500000,139.3,Booked,Failed,CLS,ICAP,Bloomberg,Spot,,5/18/2025 14:53,5/22/2025,New York,PORT4,3,No,Yes,RSK2805,Filed,Calypso,Manual,Pending,Urgent,JP Morgan,Yes,Failed,Pending,Clear,Yes,Missing documentation,AUD61454,777.69,CHF,301.56,CHF,86.35,USD,131.11,CHF,-3353.42,-1516.87,Failed,FX_OPS_01,Approved,5/19/2025
FX0196,5/26/2025,5/31/2025,23:17:59,TDR741,HSBC,USD/CHF,Buy,USD,USD,CHF,2000000,61.1978,Confirmed,Failed,CLS,BGC Partners,Bloomberg,Swap,53:00.1,5/26/2025 14:53,5/31/2025,Mumbai,PORT2,2,Yes,Yes,RSK3457,Filed,Summit,Electronic,Confirmed,Special,HSBC Custody,No,Passed,Pending,Flagged,Yes,Rate mismatch,AUD11630,205.3,CHF,276.22,CHF,168.85,USD,92.63,CHF,-2497.34,-4889.22,Pending,FX_TRD_02,Rejected,5/29/2025
FX0197,5/15/2025,5/19/2025,11:56:38,TDR158,HSBC,USD/INR,Sell,INR,USD,INR,1000000,38.7406,Confirmed,Settled,CLS,ICAP,360T,Forward,53:00.1,5/15/2025 11:53,5/19/2025,Mumbai,PORT1,2,Yes,No,RSK5404,Not required,Summit,Manual,Disputed,Special,State Street,Yes,Failed,Pending,Pending Review,No,Rate mismatch,AUD49022,746.87,INR,76.23,INR,86.41,USD,88.69,INR,-3846.83,6057.82,Allocated,FX_TRD_02,Under Review,5/16/2025
FX0198,5/22/2025,5/24/2025,9:39:59,TDR830,HSBC,USD/JPY,Buy,USD,USD,JPY,1000000,153.0516,Confirmed,Pending,Netting,BGC Partners,Reuters,Forward,53:00.1,5/22/2025 14:53,5/24/2025,Mumbai,PORT5,2,Yes,No,RSK4190,Filed,Summit,Electronic,Confirmed,Urgent,BNY Mellon,No,Failed,Incomplete,Flagged,Yes,Counterparty mismatch,AUD87571,567.37,JPY,156.59,JPY,81.51,USD,64.64,JPY,-2205.69,768.3,Failed,FX_TRD_02,Under Review,5/23/2025
FX0199,5/17/2025,5/20/2025,6:36:14,TDR978,JPMorgan,EUR/USD,Sell,USD,EUR,USD,500000,92.7164,Cancelled,Settled,CLS,Tullett Prebon,360T,Swap,53:00.1,5/17/2025 11:53,5/20/2025,New York,PORT1,1,No,No,RSK9746,Not required,Calypso,Manual,Pending,Special,BNY Mellon,No,Pending,Incomplete,Pending Review,No,Late booking,AUD62368,922.7,USD,254.16,USD,33.85,EUR,137.51,USD,667.42,9733.35,Failed,FX_OPS_01,Rejected,5/19/2025
FX0200,5/10/2025,5/13/2025,7:36:10,TDR862,JPMorgan,USD/JPY,Buy,USD,USD,JPY,1000000,99.8987,Confirmed,Failed,CLS,Tullett Prebon,360T,Spot,,5/10/2025 10:53,5/13/2025,London,PORT1,2,Yes,No,RSK4231,Not required,Custom,Electronic,Disputed,Special,HSBC Custody,No,Pending,Incomplete,Pending Review,No,Rate mismatch,AUD41715,189.75,JPY,465.47,JPY,56.38,USD,109.44,JPY,-4887.95,2774.71,Failed,FX_FIN_03,Under Review,5/11/2025
